ibge,anomes,bpc_ben,bpc_pcd_ben,bpc_idoso_ben,bpc_pcd_val,bpc_idoso_val,bpc_val
210290,202510,718,542,176,822833.4,268692.22,1091525.62
210300,202510,5292,3850,1442,5855083.81,2192004.98,8047088.79
210310,202510,137,111,26,168500.21,39468,207968.21
210312,202510,133,110,23,166983.3,34914,201897.3
210315,202510,138,123,15,186717.51,22770,209487.51
210317,202510,227,186,41,282351.16,62238.28,344589.44
210320,202510,3256,2931,325,4452470.21,493352.4,4945822.61
210325,202510,190,128,62,194312.29,94118.56,288430.85
210330,202510,4408,3042,1366,4633099.16,2076633.81,6709732.97
210340,202510,1377,1132,245,1726067.18,371913.92,2097981.10
210350,202510,873,753,120,1143075.27,182161.2,1325236.47
210355,202510,183,165,18,250473.02,27324,277797.02
210360,202510,2179,1795,384,2727982.93,582914.38,3310897.31
210370,202510,1391,853,538,1296413.58,816690.51,2113104.09
210375,202510,231,146,85,221648.19,129031.96,350680.15
210380,202510,876,718,158,1089962.71,239844.42,1329807.13
210390,202510,222,197,25,299063.73,37951.1,337014.83
210400,202510,549,505,44,766625.93,66792,833417.93
210405,202510,1377,1000,377,1518065.53,572289.79,2090355.32
210407,202510,97,83,14,125996.85,21252,147248.85
210408,202510,92,87,5,132073.89,7590,139663.89
210409,202510,389,347,42,526755.38,63756.38,590511.76
210410,202510,524,428,96,649727.75,145728.59,795456.34
210420,202510,259,223,36,338518.35,54648.3,393166.65
210430,202510,103,82,21,124482.62,31878.99,156361.61
210440,202510,432,338,94,513110.76,142692,655802.76
210450,202510,86,82,4,124489.3,6072.4,130561.7
210455,202510,308,191,117,289957.42,177609.55,467566.97
210460,202510,356,263,93,399249.87,142692.42,541942.29
210462,202510,53,50,3,75908.61,4554,80462.61
210465,202510,161,141,20,214042.62,30360,244402.62
210467,202510,806,591,215,900224.34,326373.98,1226598.32
210470,202510,44,38,6,57686.13,9108,66794.13
210480,202510,1574,1205,369,1835338.08,560147.17,2395485.25
210490,202510,199,153,46,232263.76,69828.79,302092.55
210500,202510,618,443,175,674033.79,265655.25,939689.04
210510,202510,553,465,88,705912.96,133585.66,839498.62
210515,202510,357,281,76,426564.72,115368.4,541933.12
210520,202510,510,472,38,716521.79,57684,774205.79
210530,202510,11483,6299,5184,9571593.29,7871067.92,17442661.21
210535,202510,149,126,23,191275.43,34914,226189.43
210540,202510,2101,1579,522,2406122.05,793919.39,3200041.44
210542,202510,1051,588,463,894141.76,702839.57,1596981.33
210545,202510,19,18,1,27326.43,1518,28844.43
210547,202510,169,157,12,239849.78,18216,258065.78
210550,202510,698,536,162,813699.98,245917.73,1059617.71
210560,202510,212,195,17,296017.31,25806,321823.31
210565,202510,52,45,7,68316.67,10626.09,78942.76
210570,202510,1484,1330,154,2025100,233772.97,2258872.97
210580,202510,144,129,15,195825.98,22770.61,218596.59
210590,202510,673,600,73,912391.44,110814,1023205.44
210592,202510,91,83,8,125997.98,12144,138141.98
210594,202510,150,140,10,214043.77,15180,229223.77
210596,202510,156,140,16,212522.41,24288,236810.41
210598,202510,153,122,31,185200.39,47058.8,232259.19
210600,202510,378,346,32,525257.96,48576.4,573834.36
210610,202510,274,258,16,391682.24,24289.33,415971.57
210620,202510,57,48,9,72866.5,13662,86528.5
210630,202510,154,145,9,220122.32,13663,233785.32
210632,202510,1054,821,233,1246302.75,353695.69,1599998.44
210635,202510,47,45,2,68315.38,3036.2,71351.58
210637,202510,120,98,22,148769.91,33396,182165.91
210640,202510,647,595,52,903266.14,78936,982202.14
210650,202510,451,397,54,602691.39,81974.26,684665.65
210660,202510,489,419,70,636104.53,106263.38,742367.91
210663,202510,20,19,1,28844.15,1518,30362.15
210667,202510,114,85,29,129040.62,44022.95,173063.57
210670,202510,333,298,35,452373.15,53130,505503.15
210675,202510,581,407,174,617841.77,264132.6,881974.37
210680,202510,268,191,77,291463.24,116886,408349.24
210690,202510,197,189,8,286905.46,12144.79,299050.25
210700,202510,180,138,42,209485.73,63756.2,273241.93
210710,202510,328,243,85,368882.06,129030,497912.06
210720,202510,158,146,12,221629.38,18216,239845.38
210725,202510,75,65,10,98678.55,15180,113858.55
210730,202510,32,26,6,39470.35,9108,48578.35
210735,202510,358,299,59,453890.35,89562,543452.35
210740,202510,595,536,59,813708.79,89562.4,903271.19
210745,202510,202,169,33,258064.1,50094.79,308158.89
210750,202510,3693,2348,1345,3568953.84,2044781.26,5613735.10
210760,202510,336,283,53,429610.09,80454.39,510064.48
210770,202510,280,241,39,365864.32,59203.85,425068.17
210780,202510,473,386,87,585986.36,132067.68,718054.04
210790,202510,243,208,35,315770.79,53130,368900.79
210800,202510,232,191,41,289956.98,62239.63,352196.61
210805,202510,105,101,4,153324.95,6072,159396.95
210810,202510,531,480,51,728689.6,77418.6,806108.2
210820,202510,2266,2011,255,3054391.16,387095.86,3441487.02
210825,202510,222,182,40,276291.2,60720.2,337011.4
210830,202510,852,688,164,1045947.43,248953,1294900.43
210840,202510,292,250,42,379504.45,63756,443260.45
210845,202510,272,228,44,346119.19,66792,412911.19
210850,202510,805,651,154,988271.65,233773.44,1222045.09
210860,202510,4965,3695,1270,5618259.32,1929386.31,7547645.63
210870,202510,442,372,70,566248.68,106261.71,672510.39
210880,202510,95,91,4,139664.73,6072.14,145736.87
210890,202510,423,384,39,582948.24,59202,642150.24
210900,202510,920,639,281,971569.13,426564.12,1398133.25
210905,202510,83,58,25,88047.06,37950.01,125997.07
210910,202510,2407,1938,469,2945029.49,711951.13,3656980.62
210920,202510,147,91,56,139659.83,86526,226185.83
210923,202510,93,78,15,118406.96,22770.45,141177.41
210927,202510,129,102,27,154846.89,40986.67,195833.56
210930,202510,133,119,14,182161.03,21252,203413.03
210940,202510,113,102,11,154841.86,16698,171539.86
210945,202510,216,157,59,238332.68,89563.11,327895.79
210950,202510,583,439,144,666411.98,218592.65,885004.63
210955,202510,121,77,44,116890.27,66793.16,183683.43
210960,202510,2758,1660,1098,2527498.96,1666769.19,4194268.15
210970,202510,121,106,15,160910.34,22770.9,183681.24
210975,202510,77,74,3,112336.97,4554,116890.97
210980,202510,1126,676,450,1026199,683102.55,1709301.55
210990,202510,5246,4068,1178,6186057.27,1789737.42,7975794.69
211000,202510,1556,1347,209,2046366.85,317268.17,2363635.02
211003,202510,1105,897,208,1363193.11,317263.46,1680456.57
211010,202510,681,633,48,962479.7,72865.6,1035345.3
211020,202510,1445,841,604,1278209.74,916889.23,2195098.97
211023,202510,77,69,8,104748.53,12144,116892.53
211027,202510,123,103,20,156361.31,30360.45,186721.76
211030,202510,425,337,88,513102.44,133584.5,646686.94
211040,202510,361,320,41,487313.93,62238,549551.93
211050,202510,1382,1071,311,1625864.46,472100.46,2097964.92
211060,202510,750,686,64,1044458.63,97152.6,1141611.23
211065,202510,52,44,8,66798.08,12144.37,78942.45
211070,202510,1089,967,122,1469479.68,185198.43,1654678.11
211080,202510,121,115,6,174574.08,9108,183682.08
211085,202510,27,18,9,27328.72,13662,40990.72
211090,202510,134,120,14,182170.38,21252,203422.38
211100,202510,484,426,58,646688.37,88045.16,734733.53
211102,202510,253,205,48,312734.05,72864,385598.05
211105,202510,253,198,55,300570.52,83491.36,384061.88
211107,202510,149,110,39,166984.5,59203.06,226187.56
211110,202510,1164,861,303,1307039.04,459958.35,1766997.39
211120,202510,6299,4130,2169,6286360.54,3295611.51,9581972.05
211125,202510,55,48,7,72865.91,10626,83491.91
211130,202510,50434,29678,20756,45149607.17,31549232.4,76698839.57
211140,202510,413,383,30,582937.95,45540,628477.95
211150,202510,1503,1218,285,1850570.94,432636.65,2283207.59
211153,202510,196,124,72,188234.83,109296,297530.83
211157,202510,22,20,2,30363.84,3036.41,33400.25
211160,202510,831,691,140,1048961.36,212520,1261481.36
211163,202510,7,7,0,10626,,10626.0
211167,202510,26,26,0,39469.27,,39469.27
211170,202510,506,404,102,613285.88,154837.45,768123.33
211172,202510,109,89,20,135103.97,30360,165463.97
211174,202510,65,48,17,72870.21,25808.48,98678.69
211176,202510,515,394,121,599641.22,183681.73,783322.95
211178,202510,14,11,3,16699.28,4554.95,21254.23
211180,202510,257,214,43,324864.78,65274,390138.78
211190,202510,94,88,6,133584.04,9108,142692.04
211195,202510,73,57,16,86535.66,24288.82,110824.48
211200,202510,183,156,27,236817.94,40986.86,277804.80
211210,202510,458,381,77,582936.53,116887.37,699823.90
211220,202510,5402,3602,1800,5481797.66,2735675.83,8217473.49
211223,202510,259,247,12,376480.23,18216,394696.23
211227,202510,73,60,13,91082.3,19734,110816.3
211230,202510,832,734,98,1115791.11,148765.4,1264556.51
211240,202510,578,529,49,803049.18,74382,877431.18
211245,202510,236,172,64,261116.31,97153.46,358269.77
211250,202510,1701,1486,215,2258935.46,326375.57,2585311.03
211260,202510,927,835,92,1267570.64,139656.9,1407227.54
211270,202510,1918,1666,252,2544223.85,384054.94,2928278.79
211280,202510,2087,1628,459,2474412.73,698280.14,3172692.87
211285,202510,240,169,71,256545.3,107778.3,364323.6
211290,202510,807,621,186,945811.85,282361.36,1228173.21
211300,202510,935,800,135,1217493.93,204932.33,1422426.26
211400,202510,2088,1627,461,2469940.33,699803.33,3169743.66
220005,202510,30,29,1,44022,1518,45540
220010,202510,93,83,10,126000.15,15180.4,141180.55
220020,202510,1025,852,173,1296426.58,262617.72,1559044.30
220025,202510,144,138,6,209487.83,9108.4,218596.23
220027,202510,83,68,15,103226.22,22770,125996.22
220030,202510,191,162,29,245924.64,44022.19,289946.83
220040,202510,1759,1402,357,2129859.76,541937.24,2671797.00
220045,202510,46,39,7,59210.92,10628.69,69839.61
220050,202510,762,648,114,983606.35,173052.89,1156659.24
220060,202510,216,189,27,286916.72,40986.35,327903.07
220070,202510,135,123,12,186723.98,18216.29,204940.27
220080,202510,23,21,2,31880.95,3036,34916.95
220090,202510,54,43,11,65274.69,16698,81972.69
220095,202510,32,31,1,47062.59,1518,48580.59
220100,202510,39,35,4,53132.36,6072,59204.36
220105,202510,52,48,4,72864.18,6072,78936.18
220110,202510,310,284,26,431115.3,39468.17,470583.47
220115,202510,72,63,9,95636.06,13662,109298.06
220117,202510,36,34,2,51613.27,3036,54649.27
220120,202510,1909,1598,311,2427389.22,472100.79,2899490.01
220130,202510,60,56,4,85010.39,6072,91082.39
220140,202510,121,103,18,156359.76,27324.4,183684.16
220150,202510,629,513,116,778783.21,177608.94,956392.15
220155,202510,57,55,2,83492.78,3036,86528.78
220157,202510,34,32,2,48578.42,3036,51614.42
220160,202510,152,137,15,207975.45,22771.48,230746.93
220170,202510,83,67,16,101709.14,24288,125997.14
220173,202510,40,39,1,59202.8,1518,60720.8
220177,202510,35,33,2,50095.47,3036,53131.47
220180,202510,83,79,4,119927.83,6072,125999.83
220190,202510,1447,1245,202,1893025.51,306641.85,2199667.36
220191,202510,78,73,5,110819.63,7590,118409.63
220192,202510,115,105,10,159397.44,15180,174577.44
220194,202510,73,65,8,98672.64,12144,110816.64
220196,202510,109,94,15,144219.28,22770.6,166989.88
220198,202510,7,7,0,10626.41,,10626.41
220200,202510,511,462,49,701374.4,74383.01,775757.41
220202,202510,67,61,6,92600.57,9108,101708.57
220205,202510,92,84,8,127514.71,12144,139658.71
220207,202510,26,26,0,39469.33,,39469.33
220208,202510,91,65,26,98673.42,39468.86,138142.28
220209,202510,47,40,7,60720.16,10626,71346.16
220210,202510,45,43,2,65275.69,3036,68311.69
220211,202510,44,43,1,65276.83,1518,66794.83
220213,202510,94,90,4,136632.44,6072.3,142704.74
220217,202510,66,58,8,88047.68,12144.4,100192.08
220220,202510,2877,2013,864,3057371.15,1311571.39,4368942.54
220225,202510,27,17,10,25809.14,15180,40989.14
220230,202510,1255,969,286,1472505.44,434153.07,1906658.51
220240,202510,190,175,15,268692.08,22770.2,291462.28
220245,202510,83,79,4,119927.95,6072.5,126000.45
220250,202510,194,173,21,262622.18,31878.14,294500.32
220253,202510,94,87,7,133586.44,10626,144212.44
220255,202510,81,73,8,110816.08,12144,122960.08
220260,202510,793,633,160,960937.96,243285.36,1204223.32
220265,202510,87,83,4,125995.88,6072.6,132068.48
220270,202510,1321,1227,94,1862664.38,142692.7,2005357.08
220271,202510,51,42,9,63758.01,13662.6,77420.61
220272,202510,56,55,1,83496.42,1518,85014.42
220273,202510,47,45,2,68315.58,3036,71351.58
220275,202510,85,73,12,110816.18,18216,129032.18
220277,202510,73,64,9,97161.4,13662,110823.4
220280,202510,74,60,14,91086.26,21252,112338.26
220285,202510,69,65,4,98675.95,6072,104747.95
220290,202510,1892,1663,229,2529008.73,347628.09,2876636.82
220300,202510,80,78,2,118411.11,3036,121447.11
220310,202510,534,470,64,713502.13,97155.37,810657.50
220320,202510,553,502,51,762084.95,77422.3,839507.25
220323,202510,10,6,4,9108.95,6072,15180.95
220325,202510,22,18,4,27324.06,6072.02,33396.08
220327,202510,31,31,0,47060.43,,47060.43
220330,202510,272,207,65,314236.77,98670.4,412907.17
220335,202510,144,124,20,188234.02,30360,218594.02
220340,202510,105,90,15,138144.33,22770.27,160914.60
220342,202510,71,65,6,98676.6,9108,107784.6
220345,202510,122,111,11,168500.24,16698.89,185199.13
220350,202510,434,382,52,582932.2,78936.71,661868.91
220360,202510,62,39,23,59204.51,34915.2,94119.71
220370,202510,1695,1458,237,2214855.28,359770.41,2574625.69
220375,202510,38,34,4,51615.44,6073.4,57688.84
220380,202510,53,42,11,63758.17,16698,80456.17
220385,202510,21,19,2,28842.62,3036.66,31879.28
220390,202510,3071,1832,1239,2785682.37,1882366.25,4668048.62
220400,202510,45,38,7,57684,10626,68310
220410,202510,29,26,3,39468.69,4554,44022.69
220415,202510,28,26,2,39469.4,3036,42505.4
220420,202510,173,147,26,223157.07,39468,262625.07
220430,202510,246,220,26,333974.27,39468,373442.27
220435,202510,49,44,5,66796.84,7590,74386.84
220440,202510,429,371,58,563217.54,88044,651261.54
220450,202510,383,211,172,320327.76,261112.32,581440.08
220455,202510,85,84,1,129036.7,1518,130554.7
220460,202510,44,42,2,63761.77,3036.55,66798.32
220465,202510,85,71,14,107788.08,21252,129040.08
220470,202510,327,295,32,449352.11,48577.19,497929.30
220480,202510,77,71,6,107779.52,9108,116887.52
220490,202510,110,97,13,147247.01,19734,166981.01
220500,202510,198,173,25,262622.6,37950,300572.6
220510,202510,394,309,85,470595.94,129034.78,599630.72
220515,202510,52,46,6,71346.91,9108,80454.91
220520,202510,506,449,57,681602.29,88044.51,769646.80
220525,202510,11,9,2,13663.48,3036,16699.48
220527,202510,29,27,2,40987.55,3036.6,44024.15
220530,202510,68,34,34,51615.03,51613.72,103228.75
220535,202510,15,15,0,22772.07,,22772.07
220540,202510,204,187,17,283868.42,27324.2,311192.62
220545,202510,35,30,5,45541.87,7590.7,53132.57
220550,202510,1019,844,175,1282792.47,265652.89,1548445.36
220551,202510,28,24,4,36433.45,6072,42505.45
220552,202510,31,30,1,45542.1,1518,47060.1
220553,202510,109,104,5,157879.92,7590.4,165470.32
220554,202510,14,12,2,18218.22,3036,21254.22
220555,202510,107,87,20,132073.4,30360,162433.4
220556,202510,45,42,3,63761.21,4554,68315.21
220557,202510,102,95,7,144212.89,10626,154838.89
220558,202510,22,14,8,21253.8,12145.27,33399.07
220559,202510,40,38,2,57687.19,3036,60723.19
220560,202510,116,75,41,115368.21,62238.11,177606.32
220570,202510,975,710,265,1077827.14,402272.85,1480099.99
220580,202510,682,629,53,957922.98,80456.1,1038379.08
220585,202510,40,33,7,50097,10626.31,60723.31
220590,202510,27,25,2,37951.56,3036,40987.56
220595,202510,110,91,19,139658.79,28842,168500.79
220600,202510,50,39,11,59203.91,16698,75901.91
220605,202510,57,53,4,80455.37,6072.58,86527.95
220610,202510,145,128,17,194307.85,25806.05,220113.90
220620,202510,640,565,75,857737.58,113853.64,971591.22
220630,202510,9,8,1,12146.44,1518,13664.44
220635,202510,64,55,9,83493.74,13662,97155.74
220640,202510,143,127,16,192788.77,24288,217076.77
220650,202510,168,164,4,248961.95,6072,255033.95
220660,202510,133,109,24,165467.03,36432,201899.03
220665,202510,30,29,1,44023.25,1518,45541.25
220667,202510,68,66,2,100198.2,3036,103234.2
220669,202510,63,58,5,88046.74,7590,95636.74
220670,202510,82,77,5,116895.69,7590.26,124485.95
220672,202510,125,101,24,153329.12,36435.49,189764.61
220675,202510,46,39,7,59204.09,10626,69830.09
220680,202510,89,79,10,119926.46,15180,135106.46
220690,202510,59,55,4,83490.54,6072.53,89563.07
220695,202510,43,35,8,53134.42,12144,65278.42
220700,202510,2234,1795,439,2729454.36,666406.63,3395860.99
220710,202510,23,19,4,28844.3,6072.21,34916.51
220720,202510,123,109,14,165463.4,21252.75,186716.15
220730,202510,76,72,4,109307.95,6072,115379.95
220735,202510,33,27,6,40988.49,9108,50096.49
220740,202510,100,90,10,136626.44,15180.91,151807.35
220750,202510,205,174,31,264146.5,47058.46,311204.96
220755,202510,55,49,6,74387.53,9108,83495.53
220760,202510,106,94,12,142699.66,18216,160915.66
220770,202510,8082,5467,2615,8307140.36,3971194.23,12278334.59
220775,202510,36,31,5,47059.77,7591.25,54651.02
220777,202510,36,35,1,53130,1518,54648
220779,202510,26,20,6,30360.4,9108,39468.4
220780,202510,1030,897,133,1363186.79,203412.84,1566599.63
220785,202510,13,12,1,18216.43,1518,19734.43
220790,202510,1715,1443,272,2192063.72,412904.96,2604968.68
220793,202510,25,25,0,37952.27,,37952.27
220795,202510,37,36,1,54652.51,1518,56170.51
220800,202510,4981,3876,1105,5893397.08,1678941.87,7572338.95
220810,202510,157,138,19,209490.08,28842,238332.08
220820,202510,346,308,38,469085.69,57687.02,526772.71
220830,202510,1793,1645,148,2500223.64,226184.51,2726408.15
220840,202510,3530,2643,887,4016856.66,1348016.04,5364872.70
220850,202510,134,116,18,176096.78,27324,203420.78
220855,202510,7,6,1,9109.29,1518,10627.29
